wals code,name,latitude,longitude,genus,family,subfamily,iso codes
nro,Nharo,-22.3333333333,20.5,Central Khoisan,Khoisan,,nhr
nse,Nsenga,-14.5,30.8333333333,Bantoid,Niger-Congo,Benue-Congo,nse
nsg,Nisgha,55.0,-130.0,Tsimshianic,Penutian,,ncg
nsk,Naskapi,56.0,-70.0,Algonquian,Algic,,nsk
nsn,Nisenan,39.0,-121.0,Maiduan,Penutian,,nsz
nsy,Neo-Aramaic (Assyrian),36.0,41.0,Semitic,Afro-Asiatic,,aii
nsz,Nahuatl (Sierra de Zacapoaxtla),19.5833333333,-97.3333333333,Aztecan,Uto-Aztecan,,azz
nte,Norsk Tegnspråk,61.0,9.0,Sign Languages,other,,nsl
nti,Ngiti,1.33333333333,30.25,Lendu,Nilo-Saharan,Central Sudanic,niy
ntj,Ngaanyatjarra,-26.0,126.5,Pama-Nyungan,Australian,,ntj
ntn,Nateni,10.5,1.16666666667,Gur,Niger-Congo,,ntm
nto,Ntomba,-2.0,18.3333333333,Bantoid,Niger-Congo,Benue-Congo,nto
ntu,Nenets (Tundra),70.0,76.0,Samoyedic,Uralic,,yrk
nua,Nuaulu,-3.25,129.166666667,Central Malayo-Polynesian,Austronesian,,nxl nni
nub,Nubi,0.666666666667,32.0833333333,Creoles and Pidgins,other,,kcn
nue,Nuer,8.33333333333,32.0,Nilotic,Nilo-Saharan,Eastern Sudanic,nus
nug,Nunggubuyu,-13.75,135.666666667,Nunggubuyu,Australian,Gunwinyguan,nuy
nuk,Nukak,2.5,-71.5,Cacua-Nukak,Cacua-Nukak,,mbr
nun,Nung (in Vietnam),21.9166666667,106.416666667,Kam-Tai,Tai-Kadai,,nut
nup,Nupe,9.16666666667,5.41666666667,Nupoid,Niger-Congo,Benue-Congo,nup
nus,Nusu,26.75,99.0,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman,nuf
nuu,Nuuchahnulth,49.6666666667,-126.666666667,Southern Wakashan,Wakashan,,noo
nvs,Nivkh (South Sakhalin),47.0,142.5,Nivkh,Nivkh,,niv
nwd,Newar (Dolakha),27.3333333333,86.0,Bodic,Sino-Tibetan,Tibeto-Burman,new
nya,Nyawaygi,-19.0,146.166666667,Pama-Nyungan,Australian,,nyt
nyg,Nyangi,3.41666666667,33.5833333333,Kuliak,Nilo-Saharan,Eastern Sudanic,nyp
nyh,Nyiha,-10.0,33.0,Bantoid,Niger-Congo,Benue-Congo,nih
nyi,Nyimang,12.1666666667,29.3333333333,Nyimang,Nilo-Saharan,Eastern Sudanic,nyi
nyk,Nyamkad,32.0,78.5,Bodic,Sino-Tibetan,Tibeto-Burman,tpq
nyl,Nyelâyu,-20.3333333333,164.333333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,yly
nym,Nyamwezi,-5.0,33.0,Bantoid,Niger-Congo,Benue-Congo,nym
nyn,Nyigina,-18.0,124.333333333,Nyulnyulan,Australian,,nyh
nyr,Nyangumarda,-20.0,121.0,Pama-Nyungan,Australian,,nna
nyu,Nyulnyul,-17.0,122.833333333,Nyulnyulan,Australian,,nyv
nza,Nzakara,5.0,23.0,Ubangi,Niger-Congo,Adamawa-Ubangi,nzk
nze,Naga (Zeme),25.1666666667,93.5,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,nzm
nzs,New Zealand Sign Language,-43.0,172.0,Sign Languages,other,,nzs
obg,Ogbronuagum,4.75,6.86666666667,Cross River,Niger-Congo,Benue-Congo,ogu
obk,Obokuitai,-3.0,138.0,Lakes Plain,Lakes Plain,,afz
obo,Obolo,4.58333333333,7.83333333333,Cross River,Niger-Congo,Benue-Congo,ann
oca,Ocaina,-2.75,-71.75,Huitoto,Huitotoan,,oca
occ,Occitan,44.0,2.0,Romance,Indo-European,,oci
ocu,Ocuilteco,18.9166666667,-99.6666666667,Otomian,Oto-Manguean,,ocu
ogb,Ogbia,4.66666666667,6.25,Cross River,Niger-Congo,Benue-Congo,ogb
oi,Oi,14.8333333333,107.166666667,Bahnaric,Austro-Asiatic,Mon-Khmer,oyb
oir,Oirat,37.5,93.0,Mongolic,Altaic,,xal
oix,Otomí (Ixtenco),19.0833333333,-97.9166666667,Otomian,Oto-Manguean,,otz
oji,Ojibwa (Eastern),46.0,-80.0,Algonquian,Algic,,ojg
ojm,Ojibwe (Minnesota),47.6666666667,-92.5,Algonquian,Algic,,ciw
ojs,Ojibwa (Severn),53.0,-90.0,Algonquian,Algic,,ojs
oka,Okanagan,49.5,-118.5,Interior Salish,Salishan,,oka
oko,Oriya (Kotia),18.3333333333,83.0,Indic,Indo-European,,ort
oks,Oksapmin,-5.16666666667,142.166666667,Oksapmin,Oksapmin,,opm
oku,Oku,6.25,10.5,Bantoid,Niger-Congo,Benue-Congo,oku
olm,Oloh Mangtangai,-0.833333333333,113.0,Barito,Austronesian,,nij
olo,Olo,-3.41666666667,142.0,Wapei-Palei,Torricelli,,ong
olu,Olutec,17.95,-95.0,Mixe-Zoque,Mixe-Zoque,,plo
oma,Omagua,-4.0,-73.5,Tupi-Guaraní,Tupian,,omg
omh,Omaha,42.0,-97.25,Siouan,Siouan,,oma
omi,Ömie,-9.05,148.083333333,Koiarian,Trans-New Guinea,,aom
ond,Oneida,43.0,-75.6666666667,Northern Iroquoian,Iroquoian,,one
one,One,-3.25,141.916666667,West Wapei,Torricelli,,aun
ong,Onge,10.75,92.4166666667,South Andamanese,South Andamanese,,oon
onn,Onondaga,42.75,-76.1666666667,Northern Iroquoian,Iroquoian,,ono
ono,Ono,-6.16666666667,147.583333333,Finisterre-Huon,Trans-New Guinea,,ons
ood,O'odham,32.0,-112.0,Tepiman,Uto-Aztecan,,ood
ora,Emai,7.08333333333,5.91666666667,Edoid,Niger-Congo,Benue-Congo,ema
orb,Oromo (Boraana),4.5,38.5,Eastern Cushitic,Afro-Asiatic,Cushitic,gax
orc,Oroch,50.3333333333,137.5,Tungusic,Altaic,,oac
ord,Ordos,39.0,109.0,Mongolic,Altaic,,mvf
ore,Orejón,-2.83333333333,-72.5,Tucanoan,Tucanoan,,ore
orh,Oromo (Harar),9.0,42.0,Eastern Cushitic,Afro-Asiatic,Cushitic,hae
ori,Orig,12.1666666667,30.8333333333,Rashad,Niger-Congo,Kordofanian,ras
ork,Orok,49.5,143.5,Tungusic,Altaic,,oaa
orl,Orokolo,-7.83333333333,145.333333333,Eleman Proper,Eleman,,oro
orm,Ormuri,32.5,69.75,Iranian,Indo-European,,oru
oro,Orokaiva,-8.83333333333,148.25,Binanderean,Trans-New Guinea,,okv
orw,Oromo (Waata),-3.33333333333,39.8333333333,Eastern Cushitic,Afro-Asiatic,Cushitic,ssn
ory,Orya,-2.75,139.833333333,Orya,Tor-Orya,,ury
osa,Osage,37.0,-94.0,Siouan,Siouan,,osa
osm,Otomí (Santiago Mexquititlan),20.0833333333,-100.083333333,Otomian,Oto-Manguean,,otq
oss,Ossetic,43.0,44.0,Iranian,Indo-European,,oss
otm,Otomí (Mezquital),20.1666666667,-99.1666666667,Otomian,Oto-Manguean,,ote
oto,Oto,40.5,-96.0,Siouan,Siouan,,iow
otr,Otoro,11.1666666667,30.5,Heiban,Niger-Congo,Kordofanian,otr
ots,Otomí (Sierra),20.6666666667,-98.8333333333,Otomian,Oto-Manguean,,otm
owc,Oromo (West-Central),9.0,37.0,Eastern Cushitic,Afro-Asiatic,Cushitic,gaz
owi,Owininga,-4.5,141.75,Left May,Left May,,owi
oya,Oriya,21.0,85.0,Indic,Indo-European,,ori
paa,Pa'a,11.0,9.25,West Chadic,Afro-Asiatic,Chadic,pqa
pac,Pacoh,16.4166666667,107.083333333,Katuic,Austro-Asiatic,Mon-Khmer,pac
pad,Padoe,-2.33333333333,121.333333333,Sulawesi,Austronesian,,pdo
pae,Páez,2.66666666667,-76.0,Páezan,Páezan,,pbb
pag,Pagu,1.25,127.75,North Halmaheran,West Papuan,,pgu
pai,Paiwan,22.5,120.833333333,Paiwanic,Austronesian,,pwn
pak,Pakanha,-14.5,142.416666667,Pama-Nyungan,Australian,,pkn
pal,Palauan,7.5,134.583333333,Palauan,Austronesian,,pau
pam,Pame,22.0,-99.5,Pamean,Oto-Manguean,,pbs
pan,Panjabi,31.0,74.0,Indic,Indo-European,,pan
pap,Papiamentu,12.25,-69.0,Creoles and Pidgins,other,,pap
par,Päri,5.0,32.5,Nilotic,Nilo-Saharan,Eastern Sudanic,lkr
pat,Patep,-6.91666666667,146.583333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,ptp
pau,Paumarí,-6.0,-64.0,Arauan,Arauan,,pad
paw,Pawaian,-7.0,145.083333333,Pawaian,Teberan-Pawaian,,pwa
pba,Pima Bajo,29.0,-111.0,Tepiman,Uto-Aztecan,,pia
pcm,Pocomam,14.6666666667,-90.5,Mayan,Mayan,,poc
pdp,Folopa,-7.0,144.5,Teberan,Teberan-Pawaian,,ppo
pec,Pech,15.0,-85.5,Paya,Chibchan,,pay
pem,Pemon,5.33333333333,-62.0,Cariban,Cariban,,aoc
pen,Pengo,19.8333333333,83.8333333333,South-Central Dravidian,Dravidian,,peg
per,Pero,9.58333333333,11.0,West Chadic,Afro-Asiatic,Chadic,pip
pga,Pilagá,-25.0,-60.0,Guaicuruan,Guaicuruan,,plg
pgl,Pingilapese,6.21666666667,160.7,Oceanic,Austronesian,Eastern Malayo-Polynesian,pif
phl,Phlong,15.0,99.0,Karen,Sino-Tibetan,Tibeto-Burman,pww
pia,Piaroa,5.0,-67.0,Piaroa,Sáliban,,pid
pil,Pileni,-10.2166666667,166.216666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,piv
pin,Pintupi,-23.0,129.0,Pama-Nyungan,Australian,,piu
pip,Pipil,13.8333333333,-89.5833333333,Aztecan,Uto-Aztecan,,ppl
pir,Piro,-11.0,-73.5,Arawakan,Arawakan,,pib
pis,Pisa,-5.16666666667,139.166666667,Awju-Dumut,Trans-New Guinea,,psa
pit,Pitjantjatjara,-26.0,130.0,Pama-Nyungan,Australian,,pjt
pkm,Pokomchí,15.4166666667,-90.5,Mayan,Mayan,,poh pob
pkn,Paakantyi,-32.5,142.5,Pama-Nyungan,Australian,,drl
pkt,Pokot,1.5,35.5,Nilotic,Nilo-Saharan,Eastern Sudanic,pko
pla,Playero,7.0,-71.0,Guahiban,Guahiban,,gob
plb,Polabian,51.0,12.8333333333,Slavic,Indo-European,,pox
plg,Palaung,22.6666666667,96.6666666667,Palaung-Khmuic,Austro-Asiatic,Mon-Khmer,rbb pce
plh,Paulohi,-3.25,128.75,Central Malayo-Polynesian,Austronesian,,plh
plk,Palikur,3.0,-51.0,Arawakan,Arawakan,,plu
plp,Pulopetak,1.41666666667,109.833333333,Barito,Austronesian,,nij
plr,Palor,14.8333333333,-16.75,Northern Atlantic,Niger-Congo,Atlantic,fap
pmc,Pomo (Central),39.0,-123.333333333,Pomoan,Hokan,,poo
pme,Pomo (Eastern),39.0,-122.666666667,Pomoan,Hokan,,peb
pmn,Pomo (Northern),39.3333333333,-123.5,Pomoan,Hokan,,pej
pms,Paamese,-16.5,168.25,Oceanic,Austronesian,Eastern Malayo-Polynesian,pma
pna,Pamona,-1.75,120.833333333,Sulawesi,Austronesian,,pmf
png,Pangwa,-10.0,34.75,Bantoid,Niger-Congo,Benue-Congo,pbr
pnn,Pangasinan,15.9166666667,120.333333333,Northern Philippines,Austronesian,,pag
pno,Paiute (Northern),42.0,-118.0,Numic,Uto-Aztecan,,pao
pnr,Panare,6.5,-66.0,Cariban,Cariban,,pbh
pnu,Punu,24.0,107.0,Hmong-Mien,Hmong-Mien,,buh
pnx,Panará,-10.0,-55.0,Ge-Kaingang,Macro-Ge,,kre
pny,Panyjima,-22.8333333333,118.416666667,Pama-Nyungan,Australian,,pnw
poa,Po-Ai,-20.6666666667,164.833333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,fwa
poc,Pocomam Oriental,14.75,-89.75,Mayan,Mayan,,poa
pod,Podoko,11.0,14.0833333333,Biu-Mandara,Afro-Asiatic,Chadic,pbi
pog,Pogoro,-8.75,36.5,Bantoid,Niger-Congo,Benue-Congo,poy
poh,Pohnpeian,6.88333333333,158.25,Oceanic,Austronesian,Eastern Malayo-Polynesian,pon
pok,Poko-Rawo,-2.83333333333,141.583333333,Serra Hills,Skou,,rwa
pol,Polish,52.0,20.0,Slavic,Indo-European,,pol
pop,Popoloca (Metzontla),18.1666666667,-97.5,Popolocan,Oto-Manguean,,pbe
por,Portuguese,39.0,-8.0,Romance,Indo-European,,por
pot,Potawatomi,44.5,-85.0,Algonquian,Algic,,pot
pow,Powhatan,37.3333333333,-76.5,Algonquian,Algic,,pim
ppc,Piapoco,4.0,-69.5,Arawakan,Arawakan,,pio
ppi,Pitta Pitta,-22.8333333333,140.0,Pama-Nyungan,Australian,,pit
pra,Prasuni,35.5,71.0,Indic,Indo-European,,prn
prc,Parecis,-14.0,-57.0,Arawakan,Arawakan,,pab
prd,Parji (Dravidian),19.5,82.5,Central Dravidian,Dravidian,,pci
pre,Pare,-4.0,36.5,Bantoid,Niger-Congo,Benue-Congo,asa
prh,Pirahã,-7.0,-62.0,Mura,Mura,,myp
pri,Príncipense,1.61666666667,7.36666666667,Creoles and Pidgins,other,,pre
prk,Purki,34.6666666667,76.0,Bodic,Sino-Tibetan,Tibeto-Burman,prx
pro,Provençal,44.0,6.0,Romance,Indo-European,,oci
prs,Persian,32.0,54.0,Iranian,Indo-European,,pes
prt,Piratapuyo,0.333333333333,-69.5,Tucanoan,Tucanoan,,pir
psh,Pashto,33.0,67.0,Iranian,Indo-European,,pst
psj,Popoloca (San Juan Atzingo),18.1666666667,-96.4166666667,Popolocan,Oto-Manguean,,poe
psl,Plains-Indians Sign Language,40.0,-100.0,Sign Languages,other,,psd
psm,Passamaquoddy-Maliseet,45.0,-67.0,Algonquian,Algic,,pqm
pso,Pomo (Southeastern),39.0,-122.5,Pomoan,Hokan,,pom
psv,Popoloca (San Vicente Coyotepec),18.25,-97.8333333333,Popolocan,Oto-Manguean,,pbf
psw,Port Sandwich,-16.5,167.75,Oceanic,Austronesian,Eastern Malayo-Polynesian,psw
pta,Paita,-22.0833333333,166.5,Oceanic,Austronesian,Eastern Malayo-Polynesian,duf
pte,Paite,24.0,93.1666666667,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,pck
ptp,Patpatar,-3.76666666667,152.5,Oceanic,Austronesian,Eastern Malayo-Polynesian,gfk
ptt,Pattani,32.75,76.75,Bodic,Sino-Tibetan,Tibeto-Burman,lae
ptw,Patwin,39.0,-122.333333333,Wintuan,Penutian,,wit
pui,Puinave,4.0,-68.0,Puinave,Puinave,,pui
puk,Parauk,23.25,99.5,Palaung-Khmuic,Austro-Asiatic,Mon-Khmer,prk
pul,Puluwat,7.33333333333,149.333333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,puw
pum,Pumi,28.0,101.0,Qiangic,Sino-Tibetan,Tibeto-Burman,pmj pmi
pun,Pungupungu,-13.5,130.416666667,Anson Bay,Australian,Daly,wdj
puq,Puquina,-16.5,-68.5,Puquina,Puquina,,
pur,Purépecha,19.5,-101.666666667,Tarascan,Tarascan,,tsz
put,Paiute (Southern),37.8333333333,-113.333333333,Numic,Uto-Aztecan,,ute
pwn,Pawnee,41.0,-98.6666666667,Caddoan,Caddoan,,paw
qaf,Qafar,12.0,42.0,Eastern Cushitic,Afro-Asiatic,Cushitic,aar
qan,Quechua (Ancash),-8.5,-77.5,Quechuan,Quechuan,,qxa
qaw,Qawasqar,-49.0,-75.0,Alacalufan,Alacalufan,,alc
qay,Quechua (Ayacucho),-14.0,-74.0,Quechuan,Quechuan,,quy
qbo,Quechua (Bolivian),-20.0,-66.0,Quechuan,Quechuan,,qul quh
qca,Quechua (Cajamarca),-7.0,-78.5,Quechuan,Quechuan,,qvc
qch,Quiché,15.0,-91.4166666667,Mayan,Mayan,,quc
qco,Quechua (Cochabamba),-17.5,-66.0,Quechuan,Quechuan,,quh
qcu,Quechua (Cuzco),-14.5,-71.0,Quechuan,Quechuan,,quz
qec,Quechua (Ecuadorean),-1.0,-79.0,Quechuan,Quechuan,,qug
qhu,Quechua (Huallaga),-9.5,-75.5,Quechuan,Quechuan,,qvh
qia,Qiang,32.0,102.666666667,Qiangic,Sino-Tibetan,Tibeto-Burman,qxs cng
qim,Quechua (Imbabura),0.333333333333,-78.0,Quechuan,Quechuan,,qvi
qta,Quechua (Tarma),-11.4166666667,-75.75,Quechuan,Quechuan,,qvn
que,Quechan,32.8333333333,-114.333333333,Yuman,Hokan,,yum
qui,Quileute,47.9166666667,-124.25,Chimakuan,Chimakuan,,qui
qum,Sipakapense,15.25,-91.75,Mayan,Mayan,,qum
rad,Rade,13.0,108.5,Malayic,Austronesian,,rad
rag,Raga,-15.5,168.166666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,lml
ral,Ralte,23.75,92.75,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,ral
ram,Rama,11.75,-83.75,Rama,Chibchan,,rma
rao,Rao,-4.75,144.5,Annaberg,Lower Sepik-Ramu,,rao
rap,Rapanui,-27.1166666667,-109.366666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,rap
ras,Rashad,11.8333333333,31.05,Rashad,Niger-Congo,Kordofanian,ras
rav,Romani (Ajia Varvara),38.0,23.5833333333,Indic,Indo-European,,rmn
raw,Rawang,27.5,97.5,Nungish,Sino-Tibetan,Tibeto-Burman,raw
rbg,Romani (Burgenland),47.5,16.5,Indic,Indo-European,,rmo
rbu,Romani (Bugurdzi),42.6666666667,21.1666666667,Indic,Indo-European,,rmn
rcp,Russian-Chinese Pidgin (Birobidjan),48.8,132.95,Creoles and Pidgins,other,,
rej,Rejang,-3.41666666667,102.5,Rejang,Austronesian,,rej
rem,Remo,18.0,82.0,Munda,Austro-Asiatic,,bfw
ren,Rendille,2.0,37.5,Eastern Cushitic,Afro-Asiatic,Cushitic,rel
res,Resígaro,-2.41666666667,-71.5,Arawakan,Arawakan,,rgr
ret,Retuarã,-0.5,-70.6666666667,Tucanoan,Tucanoan,,tnc
rga,Ronga,-26.0,32.5,Bantoid,Niger-Congo,Benue-Congo,rng
rgc,rGyalrong (Caodeng),31.6666666667,101.75,rGyalrong,Sino-Tibetan,Tibeto-Burman,jya
rgn,Roglai (Northern),12.1666666667,108.833333333,Malayic,Austronesian,,rog
ria,Riantana,-7.5,138.5,Kolopom,Kolopom,,ran
rik,Rikbaktsa,-11.8333333333,-57.5,Rikbaktsa,Macro-Ge,,rkb
rim,Rimi,-5.0,34.6666666667,Bantoid,Niger-Congo,Benue-Congo,rim
rit,Ritharngu,-12.8333333333,135.5,Pama-Nyungan,Australian,,rit
rji,Raji,28.0,82.75,Munda,Austro-Asiatic,,rji
rka,Romani (Kalderash),45.0,21.0,Indic,Indo-European,,rmy
rlo,Romani (Lovari),47.0,21.5,Indic,Indo-European,,rmy
rmb,Rembarnga,-12.8333333333,134.583333333,Rembarnga,Australian,Gunwinyguan,rmb
rmc,Romansch,46.6666666667,9.16666666667,Romance,Indo-European,,roh
rnd,Rundi,-3.5,30.0,Bantoid,Niger-Congo,Benue-Congo,run
rng,Rengao,14.5833333333,107.833333333,Bahnaric,Austro-Asiatic,Mon-Khmer,ren
rnn,Rennellese,-11.6166666667,160.25,Oceanic,Austronesian,Eastern Malayo-Polynesian,mnv
rnr,Romani (North Russian),60.0,38.0,Indic,Indo-European,,rml
rny,Runyankore,-0.5,30.5,Bantoid,Niger-Congo,Benue-Congo,nyn
rom,Romanian,46.0,25.0,Romance,Indo-European,,ron
ron,Ron,9.0,8.75,West Chadic,Afro-Asiatic,Chadic,cla
ror,Roro,-8.75,146.583333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,rro
rot,Rotuman,-12.5,177.066666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,rtm
rov,Roviana,-8.25,157.333333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,rug
rpa,Rang Pas,30.3333333333,79.3333333333,Bodic,Sino-Tibetan,Tibeto-Burman,bod
rru,Runyoro-Rutooro,1.5,31.3333333333,Bantoid,Niger-Congo,Benue-Congo,nyo
rsc,Romansch (Scharans),46.75,9.5,Romance,Indo-European,,roh
rse,Romani (Sepecides),38.25,27.0,Indic,Indo-European,,
rsh,Rushan,38.1666666667,71.5,Iranian,Indo-European,,sgh
rsl,Russian Sign Language,56.0,44.0,Sign Languages,other,,rsl
rsm,Romansch (Surmeiran),46.5833333333,9.75,Romance,Indo-European,,roh
rsu,Romansch (Sursilvan),46.6666666667,8.83333333333,Romance,Indo-European,,roh
rti,Roti,-10.6666666667,123.25,Central Malayo-Polynesian,Austronesian,,twu
rtk,Rotokas,-6.0,155.166666667,West Bougainville,West Bougainville,,roo
ruk,Rukai,22.8333333333,120.833333333,Tsouic,Austronesian,,dru
rum,Rumu,-7.16666666667,144.25,Turama-Kikorian,Turama-Kikorian,,klq
run,Runga,10.3333333333,21.0,Maban,Nilo-Saharan,,rou
rus,Russian,56.0,38.0,Slavic,Indo-European,,rus
rut,Rutul,41.5,47.4166666667,Lezgic,Nakh-Daghestanian,Daghestanian,rut
rwa,Rawa,-5.83333333333,146.0,Finisterre-Huon,Trans-New Guinea,,rwo
rwe,Romani (Welsh),52.0,-4.0,Indic,Indo-European,,rmw
ryu,Shuri,26.5,127.5,Japanese,Japanese,,ryu
saa,Sa'a,-9.61666666667,161.45,Oceanic,Austronesian,Eastern Malayo-Polynesian,apb
sab,Sa'ban,3.66666666667,115.666666667,Northwest Malayo-Polynesian,Austronesian,,snv
sae,Saek,17.4166666667,104.75,Kam-Tai,Tai-Kadai,,skb
sah,Sahu,1.16666666667,127.5,North Halmaheran,West Papuan,,saj
sak,Sakao,-15.1666666667,167.083333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,sku
sal,Salinan,36.0,-121.0,Salinan,Salinan,,sln
sam,Samoan,-13.9166666667,-171.833333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,smo
san,Sango,5.0,18.0,Ubangi,Niger-Congo,Adamawa-Ubangi,sag
sao,Saho,14.75,39.75,Eastern Cushitic,Afro-Asiatic,Cushitic,ssy
sap,Sapuan,15.1666666667,106.833333333,Bahnaric,Austro-Asiatic,Mon-Khmer,spu
sar,Sare,-4.5,143.166666667,Sepik Hill,Sepik,,dju
sav,Savi,35.0,71.5,Indic,Indo-European,,sdg
saw,Sawu,-11.5,121.916666667,Central Malayo-Polynesian,Austronesian,,hvn
say,Sayultec,17.8333333333,-95.0,Mixe-Zoque,Mixe-Zoque,,pos
sba,Sáliba (in Colombia),6.0,-70.0,Sáliba,Sáliban,,slc
sbg,Sama (Balangingi),6.16666666667,121.833333333,Sama-Bajaw,Austronesian,,sse
sch,Saanich,48.5833333333,-123.416666667,Central Salish,Salishan,,str
scr,Serbian-Croatian,44.0,19.0,Slavic,Indo-European,,bos srp hrv
scs,Saami (Central-South),64.6666666667,16.75,Saami,Uralic,Finno-Ugric,sma
sdh,Sindhi,26.0,69.0,Indic,Indo-European,,snd
sdw,Sandawe,-5.0,35.0,Sandawe,Khoisan,,sad
sea,Southeast Ambrym,-16.3,168.216666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,tvk
seb,Sebei,1.33333333333,34.5833333333,Nilotic,Nilo-Saharan,Eastern Sudanic,kpz
sec,Secoya,-0.333333333333,-76.0,Tucanoan,Tucanoan,,sey
sed,Sedang,14.8333333333,108.0,Bahnaric,Austro-Asiatic,Mon-Khmer,sed
see,Seediq,24.1666666667,121.416666667,Atayalic,Austronesian,,trv
sel,Selknam,-53.0,-70.0,Chon Proper,Chon,,ona
sem,Sema,26.0,94.5,Kuki-Chin,Sino-Tibetan,Tibeto-Burman,nsm
sen,Sena,-18.0,35.25,Bantoid,Niger-Congo,Benue-Congo,seh
ser,Seri,29.0,-112.0,Seri,Hokan,,sei
ses,Sesotho,-28.0,27.0,Bantoid,Niger-Congo,Benue-Congo,sot
sey,Seychelles Creole,-4.75,55.5,Creoles and Pidgins,other,,crs
sgb,Sougb,-1.5,134.0,East Bird's Head,East Bird's Head,,mnx
sge,Songe,-6.83333333333,22.0,Bantoid,Niger-Congo,Benue-Congo,sop
sgl,Sengele,-1.83333333333,17.3333333333,Bantoid,Niger-Congo,Benue-Congo,szg
sgr,Sangir,3.5,125.5,Sulawesi,Austronesian,,sxn
sgs,Songish,48.45,-123.333333333,Central Salish,Salishan,,str
sgu,Sangu,-1.5,11.8333333333,Bantoid,Niger-Congo,Benue-Congo,snq
sha,Shan,22.0,98.0,Kam-Tai,Tai-Kadai,,shn
shb,Shabo,7.58333333333,35.4166666667,Shabo,Nilo-Saharan,,sbf
shd,Sherdukpen,27.0,92.5,Western Arunachal,Sino-Tibetan,Tibeto-Burman,sdp
she,Sherpa,27.75,86.8333333333,Bodic,Sino-Tibetan,Tibeto-Burman,xsr
shg,Shigatse,29.0,89.0,Bodic,Sino-Tibetan,Tibeto-Burman,bod
shh,Sharanahua,-11.0,-70.0,Panoan,Panoan,,mcd
shi,Shiriana,3.5,-62.8333333333,Yanomam,Yanomam,,shb
shk,Shipibo-Konibo,-7.5,-75.0,Panoan,Panoan,,shp
shl,Shilluk,9.66666666667,31.75,Nilotic,Nilo-Saharan,Eastern Sudanic,shk
shm,Shambala,-4.25,38.25,Bantoid,Niger-Congo,Benue-Congo,ksb
shn,Shona,-18.0,31.0,Bantoid,Niger-Congo,Benue-Congo,sna
sho,Shoshone,41.0,-114.0,Numic,Uto-Aztecan,,shh
shp,Sahaptin (Northern),46.5,-120.0,Sahaptian,Penutian,,yak waa
shr,Shor,53.0,88.0,Turkic,Altaic,,cjs
shs,Shasta,41.8333333333,-122.666666667,Shasta,Hokan,,sht
sht,Shatt,10.8333333333,30.0,Daju,Nilo-Saharan,Eastern Sudanic,shj
shu,Shuswap,52.0,-120.0,Interior Salish,Salishan,,shs
shw,Shawnee,40.0,-83.0,Algonquian,Algic,,sjw
shy,Shira Yughur,38.0,99.0,Mongolic,Altaic,,yuy
sia,Siane,-6.08333333333,145.2,Eastern Highlands,Trans-New Guinea,,snp
sid,Sidaama,6.66666666667,38.5,Eastern Cushitic,Afro-Asiatic,Cushitic,sid
sik,Sika,-8.7,122.25,Central Malayo-Polynesian,Austronesian,,ski
sil,Sila,12.3333333333,21.75,Daju,Nilo-Saharan,Eastern Sudanic,dau
sim,Simeulue,2.5,96.25,Sumatra,Austronesian,,smr
sin,Siona,0.333333333333,-76.25,Tucanoan,Tucanoan,,snn
sio,Sio,-5.95,147.333333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,xsi
sir,Siar,-4.66666666667,152.916666667,Oceanic,Austronesian,Eastern Malayo-Polynesian,sjr
sis,Sisiqa,-7.0,156.833333333,Oceanic,Austronesian,Eastern Malayo-Polynesian,baa
siu,Siuslaw,44.0,-124.0,Siuslawan,Oregon Coast,,sis
ski,Saami (Kildin),67.0,37.0,Saami,Uralic,Finno-Ugric,sjd
skk,Sikkimese,27.8333333333,88.5,Bodic,Sino-Tibetan,Tibeto-Burman,sip
skl,Sikule,2.66666666667,96.0,Sumatra,Austronesian,,skh
skm,Sukuma,-2.83333333333,32.0,Bantoid,Niger-Congo,Benue-Congo,suk
skn,Sikuani,6.25,-71.5,Guahiban,Guahiban,,guh
sko,Skou,-2.66666666667,140.916666667,Western Skou,Skou,,skv
skp,Selkup,65.0,82.0,Samoyedic,Uralic,,sel
skr,Sikaritai,-2.91666666667,138.25,Lakes Plain,Lakes Plain,,tty
sku,Suku,-6.0,17.6666666667,Bantoid,Niger-Congo,Benue-Congo,sub
skw,Shekhawati,28.0,75.5,Indic,Indo-European,,swv
sla,Slave,67.0,-125.0,Athapaskan,Na-Dene,,xsl scs
